id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
10346718236508646363,1,14102511,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e13e0bf9,0eb711ec,1,0,4687,320,50,423,2,39,100148,32
12001246860167903441,0,14102107,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,086c978c,945dd5c4,1,0,19998,216,36,2281,3,47,100182,42
18423840399217699198,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,f888bf4c,5b9c592b,0f2161f8,e4575e3c,09d6d5b5,0710fff9,1,0,19771,320,50,2227,0,679,100075,48
5793625886302355300,0,14102118,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,06f8fe7f,c0e5f948,7b7ca585,1,0,452,320,50,122,3,1319,-1,15
12908281869791970372,0,14102313,1002,0,258442a1,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,f6c7030d,8af541cd,15a51a0e,0,0,18858,320,50,1882,3,35,-1,13
8763742905039192101,0,14102622,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,5fc7ba5d,57b3c6c3,1,0,20633,320,50,2374,3,39,-1,23
5580195942301674439,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,bea701ed,e1eae715,1,3,21191,320,50,2424,1,161,100192,71
14377794765650393844,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,bf4a02f8,4ea23a13,1,2,24002,320,50,2749,0,43,100176,221
13974786476282719113,1,14102308,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,902e73f7,e3ab3465,1,2,17893,320,50,2039,2,39,100076,32
2646902375111983462,1,14102813,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,3bb1ddd7,1,0,22268,320,50,2566,3,815,100156,42
1815027591953523370,0,14102816,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,3c910b53,4fb86573,1,0,19016,300,250,2162,2,39,-1,33
4006258612581074785,1,14102517,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,65e4ab12,158e4944,1,0,17264,320,50,1872,3,39,-1,23
5765583077339607065,0,14102922,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,5fe8ade3,8f65ee44,84ebbcd4,1,0,4687,320,50,423,2,39,100148,32
14683734892338460280,0,14102111,1005,1,0c2fe9d6,27e3c518,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,4f0c075a,76dc4769,1,0,6563,320,50,572,2,39,-1,32
6050795876833163261,0,14102501,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,540aafc9,cad4c01d,1,0,20392,320,50,2340,3,41,100111,159
15761397956065388421,1,14102413,1002,0,05c65e53,90b9fab0,50e219e0,ecad2386,7801e8d9,07d7df22,bd88dbec,e64abd1a,90bcc8bd,0,0,21789,320,50,2512,2,291,-1,52
12246925331396157629,1,14102314,1005,0,85f751fd,c4e18dd6,50e219e0,95827a92,2347f47a,0f2161f8,a99f214a,b0a2e74c,8a0635bc,1,0,6563,320,50,572,2,39,-1,32
7619814925080834701,0,14102104,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7be94ee5,a0f5f879,1,0,21153,320,50,2420,2,35,100188,69
17940070126013883294,0,14102508,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,70666ede,f87e93a5,1,0,15703,320,50,1722,0,35,100084,79
2216932397267862131,0,14102408,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f966a5db,158e4944,1,0,4687,320,50,423,2,39,100148,32
9067052017717504415,0,14102309,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2aa58e2c,c144e605,1,0,17753,320,50,1993,2,1063,100084,33
1230894498432857791,0,14102712,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e4d49d5a,f1937c53,1,0,6563,320,50,572,2,39,-1,32
11172404924864712103,0,14102914,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bc553f84,76dc4769,1,0,20213,320,50,2316,0,167,100075,16
14436603878631854485,0,14102301,1002,0,5de7a54e,f60a3004,50e219e0,ecad2386,7801e8d9,07d7df22,5275cae5,7fa26acf,43e7b962,0,0,6361,300,50,544,3,39,100075,23
15805980411528311701,1,14102717,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c97a942e,c6263d8a,1,0,4687,320,50,423,2,39,100148,32
11653425357869935094,1,14102110,1005,0,325dbe14,373cce89,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,39432414,be6db1d7,1,0,20388,320,50,2338,0,35,100081,79
8939481064249487366,0,14102509,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2544b52c,8a4875bd,1,0,19950,320,50,1800,3,167,100081,23
14074087355757201619,0,14102713,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,50761087,b4b19c97,1,0,16685,320,50,1092,3,811,100156,61
915822763215243666,1,14102814,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f6aa4e50,78d9bd10,1,0,23438,320,50,2684,2,291,-1,52
1229353475805058985,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,d44c074c,ae637522,cef3e649,a99f214a,5bff816a,0bcabeaf,1,2,21611,320,50,2480,3,299,100111,61
5431045141365215329,0,14102204,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,68a4f4b0,ac453995,1,0,6616,320,50,576,2,35,100130,32
16569191196657111323,0,14102718,1005,0,85f751fd,c4e18dd6,50e219e0,de97da65,33da2e74,0f2161f8,a99f214a,af62faf4,3bb1ddd7,1,0,9248,320,50,768,3,175,100156,42
5836679573630993720,0,14103009,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,fb5f07cb,94c809cc,072c9f1e,0,0,21789,320,50,2512,2,291,-1,52
1602814054151468036,1,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,60930b6b,4afbebdf,47a322d1,1,0,16688,320,50,1873,3,39,-1,23
14838984970054179720,1,14102205,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,cad4c01d,1,0,19146,320,50,2181,0,169,100156,111
804090263034440820,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,771cefff,537abda9,e981565c,1,0,21630,320,50,2482,3,167,-1,23
13732502507842307575,0,14102819,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,12c85b45,4ea23a13,1,0,17016,320,50,1873,3,39,-1,23
11732771372961230340,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,36fcf748,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
1549763270979652706,0,14102212,1005,0,85f751fd,c4e18dd6,50e219e0,48ef6336,2347f47a,f95efa07,a99f214a,18a26372,3de05cb4,1,2,21767,320,50,2506,0,35,-1,157
6470565529292192798,0,14102804,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c68472d0,81892725,1,0,17014,320,50,1872,3,39,-1,23
12572230727166720245,0,14102807,1005,1,c63170c5,a9bba545,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,607d9aac,8a4875bd,1,0,22680,320,50,2528,0,39,-1,221
2727491467022772900,0,14102110,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,892bec47,2203a096,1,0,21732,320,50,2502,0,35,-1,221
5101630843134399400,0,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,3ce2082d,1dd3104a,e981565c,1,0,21632,320,50,2482,3,167,-1,23
12515508778858915804,0,14102609,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,a507972e,801b384c,1,0,20277,320,50,2281,3,47,100182,42
7295169193192081845,0,14102403,1005,0,85f751fd,c4e18dd6,50e219e0,95b5e741,c6824def,cef3e649,a99f214a,6a44f216,e3bb76b5,1,0,21611,320,50,2480,3,297,100111,61
920477910426324968,1,14102515,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1d2b04b1,d4897fef,1,0,19950,320,50,1800,3,167,100081,23
13429138110778950775,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,eba8b2e0,4ea23a13,1,0,23804,320,50,2726,3,803,-1,229
1958577410090366237,0,14103012,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,064cff51,684581ce,1,0,8330,320,50,761,3,175,100075,23
1471647964372945686,0,14103005,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0fbcc3be,4143ff94,1,0,20346,300,250,2331,2,39,100194,23
11745846937453663121,0,14102715,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,64d028f6,3a136ed1,794346bd,1,2,15701,320,50,1722,0,35,-1,79
17205944362753829719,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,96422ee3,c3950e7c,1,0,23454,320,50,2688,1,33,-1,212
4238065170821057670,0,14102811,1005,0,85f751fd,c4e18dd6,50e219e0,1d64ced5,2347f47a,8ded1f7a,f37af54f,57cd4006,0eb711ec,1,3,23196,320,50,2671,0,163,-1,221
2627582916050757566,0,14102104,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,10d6092a,8a4875bd,1,0,20093,300,250,2295,2,35,100074,23
2097019172507696149,0,14102712,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cefc65fa,be87996b,1,2,20108,320,50,2299,2,1327,-1,52
5415305329624901434,0,14102304,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,3184c67e,2891f384,1,0,22113,320,50,2547,2,35,-1,13
6783696487575486019,0,14102807,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,045f5742,be6db1d7,1,0,22681,320,50,2528,0,39,100076,221
10507238478330113640,0,14102407,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,86671fb3,981edffc,1,3,21191,320,50,2424,1,161,100189,71
5901293231007734059,0,14102500,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f910ac1a,3bd9e8e7,1,0,22258,320,50,2545,0,167,100084,221
12417227745251804490,0,14102615,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,e0b79376,0e6884fd,c4cff2ea,1,0,15702,320,50,1722,0,35,-1,79
8195549948041901724,1,14102508,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8d609aa,36d749e5,1,0,17614,320,50,1993,2,1063,-1,33
10286084758191050847,0,14102123,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6f03a2b8,a5bce124,1,0,21762,320,50,2502,0,35,100084,221
261046923429184206,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,9ccd2fcb,b6ce039a,7abbbd5c,1,0,23804,320,50,2726,3,803,-1,229
13881911287276734285,0,14102909,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ed1b2890,981edffc,1,3,21189,320,50,2424,1,175,100193,71
14837379523155134526,0,14102401,1002,0,5b787406,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,d778f8be,5a98f86b,1da119e0,0,0,6616,320,50,576,2,35,100210,32
2068978640938373186,0,14102303,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,943a0779,649e7a14,1,0,17262,320,50,1872,3,39,-1,23
6786132247912186533,0,14102115,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,9ecb766f,a44f5b0a,f2fb8a7e,4,0,21790,320,50,2513,3,35,-1,68
13635729151595385219,0,14103003,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,44ba442c,05e70df4,1,0,19950,320,50,1800,3,167,100079,23
9887257173922854314,0,14102416,1005,0,9a977531,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ba05147b,be6db1d7,1,0,16208,320,50,1800,3,167,100077,23
17670004644024396644,0,14102104,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0fe5d05c,81892725,1,0,19251,320,50,2201,3,35,-1,43
16203212128866854095,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ec167312,0bcabeaf,1,0,21191,320,50,2424,1,161,100191,71
16398095597079364376,0,14102506,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c65caa1a,0fadd2fe,1,0,17653,300,250,1994,2,39,-1,33
1701453003687479066,1,14102813,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6394f6f6,03683bd4,1,0,22267,320,50,2566,3,815,100156,42
18254244032941320745,0,14102106,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,03214a6d,1c6b4294,a0f5f879,1,0,21664,320,50,2492,3,35,-1,43
18441925245787103915,0,14102406,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,20bf1b0f,c144e605,1,0,21731,320,50,2502,0,39,-1,221
5299255044919608693,0,14102209,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fb929fe7,8a4875bd,1,0,21876,320,50,2526,0,35,-1,221
1701376505996610069,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,82cf5134,10dcd2aa,8ce34352,1,0,21647,320,50,2487,1,547,-1,51
18062379614215971931,0,14102304,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f0ebcfe8,8a4875bd,1,0,21923,320,50,2528,0,35,-1,221
1797868526940460179,0,14102517,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,da95d051,d787e91b,1,0,21591,320,50,2478,3,167,100076,23
5084316425927173555,0,14102610,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9511e53a,c8f276c4,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
3850428868826639270,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,86c2d468,36c6b1de,1,0,21767,320,50,2506,0,35,-1,157
1053593871052456553,0,14102522,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f14c1d44,36b67a2a,1,2,21191,320,50,2424,1,161,100193,71
11282260910475825918,0,14102102,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6d5ec03,711ee120,1,0,15699,320,50,1722,0,35,100083,79
8534426271827667517,0,14102303,1005,1,222acd54,de0f0f82,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,470f31c2,fbc27727,1,0,21916,320,50,2528,0,35,-1,221
12479129249150537506,0,14102409,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,55b84f20,3eb8d368,1,0,22288,320,50,2572,3,41,100155,42
4559027146776891048,0,14102816,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,cacab4bd,289f5dac,1,0,21189,320,50,2424,1,161,100189,71
16147105878353990110,1,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,8f714ab4,dc15c87e,1,2,19493,320,50,2229,0,687,100031,48
8033767448775723638,0,14102103,1005,0,a36d69ee,3720f0f5,f66779e6,ecad2386,7801e8d9,07d7df22,a99f214a,3584b901,a3112db6,1,0,19251,320,50,2201,3,35,-1,43
11710999633018029388,0,14103008,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a2b0723c,8a4875bd,1,0,15705,320,50,1722,0,35,-1,79
17400276832003249423,0,14102822,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6a71016a,36d749e5,1,0,22915,320,50,2617,0,35,-1,51
10731169728045358758,0,14102802,1005,1,b7e9786d,b12b9f85,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c9b9dc27,0eb711ec,1,0,16208,320,50,1800,3,167,100081,23
4666590529221496293,0,14102106,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,6e749c67,7c528246,9934e927,1,0,21664,320,50,2492,3,35,-1,43
679570379825116569,1,14102615,1002,0,85f751fd,c4e18dd6,50e219e0,c73fb408,7801e8d9,07d7df22,830d2465,6b9769f2,43e7b962,0,0,15708,320,50,1722,0,35,-1,79
14575276547026334769,0,14102210,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,846405d5,f39b265e,1,0,15708,320,50,1722,0,35,100084,79
17997031281542992857,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,da90aa44,d9b5648e,0f2161f8,a99f214a,631d872b,2ea4f8ba,1,0,21611,320,50,2480,3,297,100111,61
16650918844040875743,0,14102617,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,a99f214a,4b81096f,836d2439,1,0,20272,320,50,2225,0,679,100101,48
4416150415380217992,0,14102109,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,38aea229,258601f8,1,0,17614,320,50,1993,2,1063,100084,33
1884481522897516596,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,bdf46af7,d9b5648e,0f2161f8,a99f214a,31725c09,72a00661,1,0,20001,320,480,2281,3,47,100181,42
14873089057418835036,1,14102300,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7343b418,74a88fc9,1,0,20093,300,250,2295,2,35,100075,23
7302988211941823373,0,14102514,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,2f24a4ac,1a3d5f26,1d5bfd2d,1,0,20395,320,50,2340,3,41,100111,159
3745070455310757715,1,14102309,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8e812d2,1f0bc64f,1,0,20996,320,50,2369,0,809,100111,46
4385075695173093184,1,14102507,1010,1,85f751fd,c4e18dd6,50e219e0,b8875973,7801e8d9,0f2161f8,3bb3f452,47d4503b,2b127119,5,2,20285,728,90,2325,3,801,-1,42
5277389011881274760,0,14103013,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6424ce9f,eda4a627,1,0,17753,320,50,1993,2,1063,100084,33
12206590693420563930,0,14102801,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,bc90c173,4ea06540,31f63ca2,1,0,22713,300,50,2627,3,1059,100013,110
1862637318623866349,0,14102304,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a2651e52,e9b8d8d7,1,0,15702,320,50,1722,0,35,-1,79
11713548435638368438,0,14103016,1005,0,1b581e08,fba7221d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49f2ee91,76dc4769,1,0,8330,320,50,761,3,175,100077,23
17978071781011707524,0,14103016,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,43b2de7b,fed5ad55,1,0,23729,320,50,2717,2,47,-1,23
16615969640097648799,0,14103022,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b54c6274,b4d21d55,1,2,23723,320,50,2716,3,47,-1,23
9913716563473987911,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,52e27322,1c6a881d,1,2,23804,320,50,2726,3,803,-1,229
12161421973252549956,0,14102808,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,79751c17,be6db1d7,1,0,22683,320,50,2528,0,39,100076,221
11940834230801702324,0,14102814,1005,0,85f751fd,c4e18dd6,50e219e0,d449042e,ae637522,cef3e649,a99f214a,3716b16f,36b67a2a,1,0,23441,320,50,2685,1,33,100084,212
4490630726171392862,0,14102211,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,49a9a8ba,81892725,1,0,17262,320,50,1872,3,39,100173,23
1572238314471641921,0,14102308,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,13e28069,00b08597,1,0,22140,320,50,2550,1,547,-1,51
6045013818478381903,1,14102817,1002,0,a70e7973,e6221ce3,50e219e0,ecad2386,7801e8d9,07d7df22,732e265d,baacc701,a9b05547,0,0,23206,320,50,2672,0,35,100077,221
2433719716590775430,0,14102723,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,a175b86b,e44a080d,f07e20f8,4,0,15706,320,50,1722,0,35,100084,79
12166741057321892286,0,14102407,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d2bbbd0c,a0f5f879,1,0,16208,320,50,1800,3,167,100075,23
3418019325473036491,0,14103008,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f3ab0906,0eb711ec,1,0,21869,320,50,2524,0,167,-1,221
9578508147503273066,0,14102517,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fd62cb7f,c6263d8a,1,0,15703,320,50,1722,0,35,-1,79
927054601850579597,0,14103022,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,1346c02f,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
17446195620573635040,0,14102712,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,57255b7c,820bcf17,1,0,22684,320,50,2619,1,163,100055,71
17220003581617930190,0,14102713,1002,0,9e8e8d09,17d996e6,50e219e0,ecad2386,7801e8d9,07d7df22,042fa53e,657af4a2,e96b49d6,0,0,21678,320,50,2495,2,167,-1,23
3244707839303893559,0,14102821,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,fe238c47,c6263d8a,1,0,22955,320,50,2655,2,38,-1,23
12311473089355279368,0,14102617,1005,1,3dc2d6de,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0961c648,8a4875bd,1,0,19950,320,50,1800,3,167,100081,23
4785372167333108039,1,14102809,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,1ccc7835,1,0,17614,320,50,1993,2,1063,-1,33
16166474142401696065,0,14103012,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,0d3cd0bc,684581ce,1,0,23990,320,50,2747,0,35,100076,76
18198943246427695233,0,14102821,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8fd084c,5096d134,1,0,22167,320,50,2553,2,167,-1,23
3128551280543527883,0,14102706,1002,0,d512fee9,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,83453d37,e5c3cb58,a0215413,0,0,21789,320,50,2512,2,291,100173,52
5468893652567312547,0,14102404,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,82605684,d4897fef,1,0,19950,320,50,1800,3,167,100081,23
12091976884431626372,0,14103002,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,38c8f850,a0f5f879,1,0,8330,320,50,761,3,175,-1,23
15245823734891696860,0,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,2cb9af6c,0bcabeaf,1,3,21189,320,50,2424,1,161,100189,71
17673506592668180099,0,14102800,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9f32974f,8b1aa260,1,0,17747,320,50,1974,2,39,100021,33
15960731585220256123,1,14102705,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,58c4a53c,b50d2bf4,1,0,22676,320,50,2616,0,35,100084,51
15343214378468915271,0,14102617,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,437df501,99e427c9,1,0,21611,320,50,2480,3,297,100111,61
9465282298628784266,1,14102919,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,95a19ee3,3491f1bd,1,2,15702,320,50,1722,0,35,100083,79
13707482430086193004,0,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,28f0aa58,e1eae715,1,3,21189,320,50,2424,1,175,100190,71
17678742915370438796,0,14102711,1005,0,85f751fd,c4e18dd6,50e219e0,6ae09b45,7801e8d9,0f2161f8,8a9a646a,ecd49433,4ea23a13,1,0,17877,320,50,2036,3,47,-1,156
10712980633002715170,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,8dd61a9d,1f0bc64f,1,2,23221,320,50,2676,0,299,100176,221
12541266092687543534,1,14103018,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,de5ec6bf,be74e6fe,1,0,23728,320,50,2717,2,47,-1,23
371508196564153176,0,14102407,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,861e9ca8,787562bc,1,0,16687,320,50,1872,3,39,-1,23
17403005904522876782,0,14102310,1002,0,9e8e8d09,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,a9be4017,392863f9,0e88538f,0,0,5296,320,50,479,3,39,-1,23
8665103252588175157,0,14102417,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4fd348fd,a8d2c4cf,1,0,17264,320,50,1872,3,39,-1,23
